pageid,ns,title,contentmodel,pagelanguage,pagelanguagehtmlcode,pagelanguagedir,touched,lastrevid,length,watchers,talkid,fullurl,editurl,canonicalurl
76702777,0,Ivan Anušić,wikitext,en,en,ltr,2024-10-05T14:43:56Z,1242418093,4314,,76737392,https://en.wikipedia.org/wiki/Ivan_Anu%C5%A1i%C4%87,https://en.wikipedia.org/w/index.php?title=Ivan_Anu%C5%A1i%C4%87&action=edit,https://en.wikipedia.org/wiki/Ivan_Anu%C5%A1i%C4%87
45110275,0,Ivan Besedin,wikitext,en,en,ltr,2024-09-29T21:24:57Z,1248500850,2356,,45110279,https://en.wikipedia.org/wiki/Ivan_Besedin,https://en.wikipedia.org/w/index.php?title=Ivan_Besedin&action=edit,https://en.wikipedia.org/wiki/Ivan_Besedin
40331194,0,Ivan Bisyuk,wikitext,en,en,ltr,2024-10-07T15:48:50Z,1249219732,2777,,40336637,https://en.wikipedia.org/wiki/Ivan_Bisyuk,https://en.wikipedia.org/w/index.php?title=Ivan_Bisyuk&action=edit,https://en.wikipedia.org/wiki/Ivan_Bisyuk
1266153,0,Ivan Cankar,wikitext,en,en,ltr,2024-10-08T21:28:31Z,1245475637,28416,,1423644,https://en.wikipedia.org/wiki/Ivan_Cankar,https://en.wikipedia.org/w/index.php?title=Ivan_Cankar&action=edit,https://en.wikipedia.org/wiki/Ivan_Cankar
71885406,0,Ivan Collendavelloo,wikitext,en,en,ltr,2024-10-08T00:37:22Z,1224035151,2049,,71885965,https://en.wikipedia.org/wiki/Ivan_Collendavelloo,https://en.wikipedia.org/w/index.php?title=Ivan_Collendavelloo&action=edit,https://en.wikipedia.org/wiki/Ivan_Collendavelloo
75641923,0,Ivan Demerdzhiev,wikitext,en,en,ltr,2024-10-05T14:43:44Z,1246703703,3508,,75642265,https://en.wikipedia.org/wiki/Ivan_Demerdzhiev,https://en.wikipedia.org/w/index.php?title=Ivan_Demerdzhiev&action=edit,https://en.wikipedia.org/wiki/Ivan_Demerdzhiev
55235957,0,Ivan Dimov (scientist),wikitext,en,en,ltr,2024-10-05T14:38:35Z,1215314240,6577,,55406732,https://en.wikipedia.org/wiki/Ivan_Dimov_(scientist),https://en.wikipedia.org/w/index.php?title=Ivan_Dimov_(scientist)&action=edit,https://en.wikipedia.org/wiki/Ivan_Dimov_(scientist)
40096017,0,Ivan Gel,wikitext,en,en,ltr,2024-10-07T15:48:50Z,1221633541,4734,,44484689,https://en.wikipedia.org/wiki/Ivan_Gel,https://en.wikipedia.org/w/index.php?title=Ivan_Gel&action=edit,https://en.wikipedia.org/wiki/Ivan_Gel
69574348,0,Ivan Hopta,wikitext,en,en,ltr,2024-09-27T02:33:57Z,1172531464,1595,,69574351,https://en.wikipedia.org/wiki/Ivan_Hopta,https://en.wikipedia.org/w/index.php?title=Ivan_Hopta&action=edit,https://en.wikipedia.org/wiki/Ivan_Hopta
75706254,0,Ivan Kondov,wikitext,en,en,ltr,2024-10-05T14:43:44Z,1244791314,1854,,75715365,https://en.wikipedia.org/wiki/Ivan_Kondov,https://en.wikipedia.org/w/index.php?title=Ivan_Kondov&action=edit,https://en.wikipedia.org/wiki/Ivan_Kondov
75340189,0,Ivan Korshynskyi,wikitext,en,en,ltr,2024-10-07T15:48:55Z,1246362674,2530,,75340193,https://en.wikipedia.org/wiki/Ivan_Korshynskyi,https://en.wikipedia.org/w/index.php?title=Ivan_Korshynskyi&action=edit,https://en.wikipedia.org/wiki/Ivan_Korshynskyi
26799463,0,Ivan Kramberger,wikitext,en,en,ltr,2024-10-07T15:34:15Z,1230833935,6335,,26903402,https://en.wikipedia.org/wiki/Ivan_Kramberger,https://en.wikipedia.org/w/index.php?title=Ivan_Kramberger&action=edit,https://en.wikipedia.org/wiki/Ivan_Kramberger
65713197,0,Ivan Kubrakov,wikitext,en,en,ltr,2024-10-07T14:04:42Z,1243510259,6636,,65713408,https://en.wikipedia.org/wiki/Ivan_Kubrakov,https://en.wikipedia.org/w/index.php?title=Ivan_Kubrakov&action=edit,https://en.wikipedia.org/wiki/Ivan_Kubrakov
55228833,0,Ivan Lesay,wikitext,en,en,ltr,2024-09-27T02:09:48Z,1224200607,11397,,55697547,https://en.wikipedia.org/wiki/Ivan_Lesay,https://en.wikipedia.org/w/index.php?title=Ivan_Lesay&action=edit,https://en.wikipedia.org/wiki/Ivan_Lesay
31028662,0,Ivan Lexa,wikitext,en,en,ltr,2024-10-01T12:18:55Z,1230180928,4960,,31028833,https://en.wikipedia.org/wiki/Ivan_Lexa,https://en.wikipedia.org/w/index.php?title=Ivan_Lexa&action=edit,https://en.wikipedia.org/wiki/Ivan_Lexa
70538995,0,Ivan Lypa,wikitext,en,en,ltr,2024-10-07T15:48:54Z,1158193136,4945,,70855722,https://en.wikipedia.org/wiki/Ivan_Lypa,https://en.wikipedia.org/w/index.php?title=Ivan_Lypa&action=edit,https://en.wikipedia.org/wiki/Ivan_Lypa
41068783,0,Ivan Marazov,wikitext,en,en,ltr,2024-10-07T13:57:33Z,1215315878,2124,,41070660,https://en.wikipedia.org/wiki/Ivan_Marazov,https://en.wikipedia.org/w/index.php?title=Ivan_Marazov&action=edit,https://en.wikipedia.org/wiki/Ivan_Marazov
59624780,0,Ivan Mašek,wikitext,en,en,ltr,2024-10-05T14:05:05Z,1174219428,838,,59624787,https://en.wikipedia.org/wiki/Ivan_Ma%C5%A1ek,https://en.wikipedia.org/w/index.php?title=Ivan_Ma%C5%A1ek&action=edit,https://en.wikipedia.org/wiki/Ivan_Ma%C5%A1ek
69359753,0,Ivan Stanchov,wikitext,en,en,ltr,2024-09-27T02:33:39Z,1189228353,939,,69359758,https://en.wikipedia.org/wiki/Ivan_Stanchov,https://en.wikipedia.org/w/index.php?title=Ivan_Stanchov&action=edit,https://en.wikipedia.org/wiki/Ivan_Stanchov
64249839,0,Ivan Stoilković,wikitext,en,en,ltr,2024-10-07T15:01:35Z,1245798125,7903,,64290855,https://en.wikipedia.org/wiki/Ivan_Stoilkovi%C4%87,https://en.wikipedia.org/w/index.php?title=Ivan_Stoilkovi%C4%87&action=edit,https://en.wikipedia.org/wiki/Ivan_Stoilkovi%C4%87
54682762,0,Ivan Vilibor Sinčić,wikitext,en,en,ltr,2024-10-05T14:38:28Z,1218195373,5859,,54725406,https://en.wikipedia.org/wiki/Ivan_Vilibor_Sin%C4%8Di%C4%87,https://en.wikipedia.org/w/index.php?title=Ivan_Vilibor_Sin%C4%8Di%C4%87&action=edit,https://en.wikipedia.org/wiki/Ivan_Vilibor_Sin%C4%8Di%C4%87
24705067,0,Ivan Yermachenka,wikitext,en,en,ltr,2024-10-07T14:04:09Z,1243935880,6675,,24712619,https://en.wikipedia.org/wiki/Ivan_Yermachenka,https://en.wikipedia.org/w/index.php?title=Ivan_Yermachenka&action=edit,https://en.wikipedia.org/wiki/Ivan_Yermachenka
74859691,0,Ivana Živković,wikitext,en,en,ltr,2024-10-04T15:02:37Z,1249365592,8705,,74905431,https://en.wikipedia.org/wiki/Ivana_%C5%BDivkovi%C4%87,https://en.wikipedia.org/w/index.php?title=Ivana_%C5%BDivkovi%C4%87&action=edit,https://en.wikipedia.org/wiki/Ivana_%C5%BDivkovi%C4%87
68007392,0,Ivancho Hadzhipenchovich,wikitext,en,en,ltr,2024-09-27T02:31:32Z,1215314724,5180,,68007411,https://en.wikipedia.org/wiki/Ivancho_Hadzhipenchovich,https://en.wikipedia.org/w/index.php?title=Ivancho_Hadzhipenchovich&action=edit,https://en.wikipedia.org/wiki/Ivancho_Hadzhipenchovich
71416251,0,Ivica Puljak,wikitext,en,en,ltr,2024-10-05T14:42:59Z,1242200734,8997,,71425051,https://en.wikipedia.org/wiki/Ivica_Puljak,https://en.wikipedia.org/w/index.php?title=Ivica_Puljak&action=edit,https://en.wikipedia.org/wiki/Ivica_Puljak
75828561,0,Ivo Krstelj,wikitext,en,en,ltr,2024-10-05T14:43:46Z,1196420740,3645,,75828571,https://en.wikipedia.org/wiki/Ivo_Krstelj,https://en.wikipedia.org/w/index.php?title=Ivo_Krstelj&action=edit,https://en.wikipedia.org/wiki/Ivo_Krstelj
5100791,0,Ivo Pilar,wikitext,en,en,ltr,2024-10-05T14:25:18Z,1195042286,14515,,7785868,https://en.wikipedia.org/wiki/Ivo_Pilar,https://en.wikipedia.org/w/index.php?title=Ivo_Pilar&action=edit,https://en.wikipedia.org/wiki/Ivo_Pilar
74362518,0,Ivonne Attas,wikitext,en,en,ltr,2024-10-09T14:40:41Z,1250286831,8319,,74363173,https://en.wikipedia.org/wiki/Ivonne_Attas,https://en.wikipedia.org/w/index.php?title=Ivonne_Attas&action=edit,https://en.wikipedia.org/wiki/Ivonne_Attas
66799376,0,Iván Cepeda,wikitext,en,en,ltr,2024-10-05T14:41:58Z,1245233092,7257,,66800049,https://en.wikipedia.org/wiki/Iv%C3%A1n_Cepeda,https://en.wikipedia.org/w/index.php?title=Iv%C3%A1n_Cepeda&action=edit,https://en.wikipedia.org/wiki/Iv%C3%A1n_Cepeda
68167306,0,Iván Darío Agudelo,wikitext,en,en,ltr,2024-09-27T02:31:45Z,1245229754,4372,,68168862,https://en.wikipedia.org/wiki/Iv%C3%A1n_Dar%C3%ADo_Agudelo,https://en.wikipedia.org/w/index.php?title=Iv%C3%A1n_Dar%C3%ADo_Agudelo&action=edit,https://en.wikipedia.org/wiki/Iv%C3%A1n_Dar%C3%ADo_Agudelo
53611841,0,Iván Marulanda,wikitext,en,en,ltr,2024-10-05T14:38:12Z,1185742882,5364,,53611857,https://en.wikipedia.org/wiki/Iv%C3%A1n_Marulanda,https://en.wikipedia.org/w/index.php?title=Iv%C3%A1n_Marulanda&action=edit,https://en.wikipedia.org/wiki/Iv%C3%A1n_Marulanda
8405895,0,Iván Skerlecz,wikitext,en,en,ltr,2024-10-05T14:26:30Z,1249314157,5564,,12995967,https://en.wikipedia.org/wiki/Iv%C3%A1n_Skerlecz,https://en.wikipedia.org/w/index.php?title=Iv%C3%A1n_Skerlecz&action=edit,https://en.wikipedia.org/wiki/Iv%C3%A1n_Skerlecz
315826,0,Iwakura Tomomi,wikitext,en,en,ltr,2024-10-08T21:28:15Z,1230191168,25108,,1489131,https://en.wikipedia.org/wiki/Iwakura_Tomomi,https://en.wikipedia.org/w/index.php?title=Iwakura_Tomomi&action=edit,https://en.wikipedia.org/wiki/Iwakura_Tomomi
10636997,0,Iyad Jamal Al-Din,wikitext,en,en,ltr,2024-10-07T13:48:36Z,1248657579,4588,,14622076,https://en.wikipedia.org/wiki/Iyad_Jamal_Al-Din,https://en.wikipedia.org/w/index.php?title=Iyad_Jamal_Al-Din&action=edit,https://en.wikipedia.org/wiki/Iyad_Jamal_Al-Din
59472572,0,Izet Hdanov,wikitext,en,en,ltr,2024-10-07T15:48:53Z,1246833115,6010,,59482950,https://en.wikipedia.org/wiki/Izet_Hdanov,https://en.wikipedia.org/w/index.php?title=Izet_Hdanov&action=edit,https://en.wikipedia.org/wiki/Izet_Hdanov
77011600,0,Iziaq Adekunle Salako,wikitext,en,en,ltr,2024-10-05T14:43:59Z,1246732640,5304,,77011707,https://en.wikipedia.org/wiki/Iziaq_Adekunle_Salako,https://en.wikipedia.org/w/index.php?title=Iziaq_Adekunle_Salako&action=edit,https://en.wikipedia.org/wiki/Iziaq_Adekunle_Salako
41578206,0,Izidor Kršnjavi,wikitext,en,en,ltr,2024-10-05T14:35:09Z,1224321567,5432,,41624102,https://en.wikipedia.org/wiki/Izidor_Kr%C5%A1njavi,https://en.wikipedia.org/w/index.php?title=Izidor_Kr%C5%A1njavi&action=edit,https://en.wikipedia.org/wiki/Izidor_Kr%C5%A1njavi
70452656,0,Izolda Cela,wikitext,en,en,ltr,2024-10-05T14:42:50Z,1246064910,12998,,70452664,https://en.wikipedia.org/wiki/Izolda_Cela,https://en.wikipedia.org/w/index.php?title=Izolda_Cela&action=edit,https://en.wikipedia.org/wiki/Izolda_Cela
63898179,0,J. C. Dias Bandaranaike,wikitext,en,en,ltr,2024-10-01T02:14:38Z,1203311671,1807,,65148483,https://en.wikipedia.org/wiki/J._C._Dias_Bandaranaike,https://en.wikipedia.org/w/index.php?title=J._C._Dias_Bandaranaike&action=edit,https://en.wikipedia.org/wiki/J._C._Dias_Bandaranaike
26066699,0,J. Edwin Lloyd,wikitext,en,en,ltr,2024-09-28T23:10:54Z,1234365993,4280,,26205125,https://en.wikipedia.org/wiki/J._Edwin_Lloyd,https://en.wikipedia.org/w/index.php?title=J._Edwin_Lloyd&action=edit,https://en.wikipedia.org/wiki/J._Edwin_Lloyd
63902159,0,J. G. Philipsz Panditaratne,wikitext,en,en,ltr,2024-10-01T02:14:38Z,1184818193,1711,,65148504,https://en.wikipedia.org/wiki/J._G._Philipsz_Panditaratne,https://en.wikipedia.org/w/index.php?title=J._G._Philipsz_Panditaratne&action=edit,https://en.wikipedia.org/wiki/J._G._Philipsz_Panditaratne
77627834,0,J. Nee Amahtey Hyde,wikitext,en,en,ltr,2024-10-05T14:44:08Z,1244174684,11620,,,https://en.wikipedia.org/wiki/J._Nee_Amahtey_Hyde,https://en.wikipedia.org/w/index.php?title=J._Nee_Amahtey_Hyde&action=edit,https://en.wikipedia.org/wiki/J._Nee_Amahtey_Hyde
58299396,0,J. O. J. Okezie,wikitext,en,en,ltr,2024-09-27T02:15:20Z,1246965044,2457,,63312987,https://en.wikipedia.org/wiki/J._O._J._Okezie,https://en.wikipedia.org/w/index.php?title=J._O._J._Okezie&action=edit,https://en.wikipedia.org/wiki/J._O._J._Okezie
62762400,0,JN Reddy (politician),wikitext,en,en,ltr,2024-09-27T02:22:19Z,1244194513,14908,,62762893,https://en.wikipedia.org/wiki/JN_Reddy_(politician),https://en.wikipedia.org/w/index.php?title=JN_Reddy_(politician)&action=edit,https://en.wikipedia.org/wiki/JN_Reddy_(politician)
67477442,0,Ja Htoi Pan,wikitext,en,en,ltr,2024-10-07T15:07:18Z,1245373603,4654,,67477470,https://en.wikipedia.org/wiki/Ja_Htoi_Pan,https://en.wikipedia.org/w/index.php?title=Ja_Htoi_Pan&action=edit,https://en.wikipedia.org/wiki/Ja_Htoi_Pan
4183896,0,Ja'afar Abdul El Hakh,wikitext,en,en,ltr,2024-09-26T23:43:09Z,1230682917,1041,,7786042,https://en.wikipedia.org/wiki/Ja%27afar_Abdul_El_Hakh,https://en.wikipedia.org/w/index.php?title=Ja%27afar_Abdul_El_Hakh&action=edit,https://en.wikipedia.org/wiki/Ja%27afar_Abdul_El_Hakh
57534242,0,Jaafar al-Sadr,wikitext,en,en,ltr,2024-10-07T17:44:07Z,1240391256,8845,,74267436,https://en.wikipedia.org/wiki/Jaafar_al-Sadr,https://en.wikipedia.org/w/index.php?title=Jaafar_al-Sadr&action=edit,https://en.wikipedia.org/wiki/Jaafar_al-Sadr
71817608,0,Jaakko Numminen,wikitext,en,en,ltr,2024-10-05T14:43:03Z,1223402940,2075,,71817617,https://en.wikipedia.org/wiki/Jaakko_Numminen,https://en.wikipedia.org/w/index.php?title=Jaakko_Numminen&action=edit,https://en.wikipedia.org/wiki/Jaakko_Numminen
67109396,0,Jaana Vasama,wikitext,en,en,ltr,2024-09-27T02:30:02Z,1242177029,1095,,67115404,https://en.wikipedia.org/wiki/Jaana_Vasama,https://en.wikipedia.org/w/index.php?title=Jaana_Vasama&action=edit,https://en.wikipedia.org/wiki/Jaana_Vasama
39556375,0,Jabulani Dube,wikitext,en,en,ltr,2024-09-27T01:38:36Z,1084850581,618,,43629477,https://en.wikipedia.org/wiki/Jabulani_Dube,https://en.wikipedia.org/w/index.php?title=Jabulani_Dube&action=edit,https://en.wikipedia.org/wiki/Jabulani_Dube
73108926,0,Jacinta Mwatela,wikitext,en,en,ltr,2024-09-27T02:38:54Z,1144206134,2736,,73203024,https://en.wikipedia.org/wiki/Jacinta_Mwatela,https://en.wikipedia.org/w/index.php?title=Jacinta_Mwatela&action=edit,https://en.wikipedia.org/wiki/Jacinta_Mwatela
59833026,0,Jack Fritz (politician),wikitext,en,en,ltr,2024-09-27T02:17:40Z,1188817966,1921,,59861877,https://en.wikipedia.org/wiki/Jack_Fritz_(politician),https://en.wikipedia.org/w/index.php?title=Jack_Fritz_(politician)&action=edit,https://en.wikipedia.org/wiki/Jack_Fritz_(politician)
61064274,0,Jack Maumbe Mukhwana,wikitext,en,en,ltr,2024-09-21T14:27:47Z,1246244527,4747,,65190889,https://en.wikipedia.org/wiki/Jack_Maumbe_Mukhwana,https://en.wikipedia.org/w/index.php?title=Jack_Maumbe_Mukhwana&action=edit,https://en.wikipedia.org/wiki/Jack_Maumbe_Mukhwana
72475517,0,Jack Odur Lutanywa,wikitext,en,en,ltr,2024-09-27T02:37:57Z,1141688429,1721,,72475784,https://en.wikipedia.org/wiki/Jack_Odur_Lutanywa,https://en.wikipedia.org/w/index.php?title=Jack_Odur_Lutanywa&action=edit,https://en.wikipedia.org/wiki/Jack_Odur_Lutanywa
2938787,0,Jack Veneno,wikitext,en,en,ltr,2024-10-05T14:24:23Z,1246218392,10153,,7996309,https://en.wikipedia.org/wiki/Jack_Veneno,https://en.wikipedia.org/w/index.php?title=Jack_Veneno&action=edit,https://en.wikipedia.org/wiki/Jack_Veneno
32635728,0,Jacob Aligo,wikitext,en,en,ltr,2024-09-28T23:11:12Z,1178261933,1069,,32640854,https://en.wikipedia.org/wiki/Jacob_Aligo,https://en.wikipedia.org/w/index.php?title=Jacob_Aligo&action=edit,https://en.wikipedia.org/wiki/Jacob_Aligo
56030618,0,Jacob Kuwinsuk Gale,wikitext,en,en,ltr,2024-09-27T02:11:01Z,1108503934,1062,,59443080,https://en.wikipedia.org/wiki/Jacob_Kuwinsuk_Gale,https://en.wikipedia.org/w/index.php?title=Jacob_Kuwinsuk_Gale&action=edit,https://en.wikipedia.org/wiki/Jacob_Kuwinsuk_Gale
201677,0,Jacob Magnus Sprengtporten,wikitext,en,en,ltr,2024-10-05T14:22:59Z,1235736355,13520,,5295492,https://en.wikipedia.org/wiki/Jacob_Magnus_Sprengtporten,https://en.wikipedia.org/w/index.php?title=Jacob_Magnus_Sprengtporten&action=edit,https://en.wikipedia.org/wiki/Jacob_Magnus_Sprengtporten
75347765,0,Jacob Schmidheiny,wikitext,en,en,ltr,2024-09-27T02:42:26Z,1240270170,2689,,,https://en.wikipedia.org/wiki/Jacob_Schmidheiny,https://en.wikipedia.org/w/index.php?title=Jacob_Schmidheiny&action=edit,https://en.wikipedia.org/wiki/Jacob_Schmidheiny
66509632,0,Jacqueline Berenstein-Wavre,wikitext,en,en,ltr,2024-09-27T02:28:49Z,1227596158,7433,,66509838,https://en.wikipedia.org/wiki/Jacqueline_Berenstein-Wavre,https://en.wikipedia.org/w/index.php?title=Jacqueline_Berenstein-Wavre&action=edit,https://en.wikipedia.org/wiki/Jacqueline_Berenstein-Wavre
17677822,0,Jacques Amouzou,wikitext,en,en,ltr,2024-10-05T13:57:51Z,1236879215,3766,,18183129,https://en.wikipedia.org/wiki/Jacques_Amouzou,https://en.wikipedia.org/w/index.php?title=Jacques_Amouzou&action=edit,https://en.wikipedia.org/wiki/Jacques_Amouzou
42955580,0,Jacques Antoine Creuzé-Latouche,wikitext,en,en,ltr,2024-10-05T14:35:31Z,1208378471,6544,,52536179,https://en.wikipedia.org/wiki/Jacques_Antoine_Creuz%C3%A9-Latouche,https://en.wikipedia.org/w/index.php?title=Jacques_Antoine_Creuz%C3%A9-Latouche&action=edit,https://en.wikipedia.org/wiki/Jacques_Antoine_Creuz%C3%A9-Latouche
52518489,0,Jacques Bihozagara,wikitext,en,en,ltr,2024-09-05T18:40:08Z,1140307476,5096,,54736266,https://en.wikipedia.org/wiki/Jacques_Bihozagara,https://en.wikipedia.org/w/index.php?title=Jacques_Bihozagara&action=edit,https://en.wikipedia.org/wiki/Jacques_Bihozagara
68486372,0,Jacques Fournier (government official),wikitext,en,en,ltr,2024-09-27T02:32:19Z,1118405005,5076,,68499459,https://en.wikipedia.org/wiki/Jacques_Fournier_(government_official),https://en.wikipedia.org/w/index.php?title=Jacques_Fournier_(government_official)&action=edit,https://en.wikipedia.org/wiki/Jacques_Fournier_(government_official)
35644726,0,Jacques Grippa,wikitext,en,en,ltr,2024-10-01T14:45:17Z,1226329636,2477,,35654660,https://en.wikipedia.org/wiki/Jacques_Grippa,https://en.wikipedia.org/w/index.php?title=Jacques_Grippa&action=edit,https://en.wikipedia.org/wiki/Jacques_Grippa
63820061,0,Jacques Kazadi,wikitext,en,en,ltr,2024-09-27T02:24:04Z,1176430546,4687,,63820677,https://en.wikipedia.org/wiki/Jacques_Kazadi,https://en.wikipedia.org/w/index.php?title=Jacques_Kazadi&action=edit,https://en.wikipedia.org/wiki/Jacques_Kazadi
22773769,0,Jacques Marquet de Montbreton de Norvins,wikitext,en,en,ltr,2024-09-13T14:50:22Z,1226330852,3833,,22833154,https://en.wikipedia.org/wiki/Jacques_Marquet_de_Montbreton_de_Norvins,https://en.wikipedia.org/w/index.php?title=Jacques_Marquet_de_Montbreton_de_Norvins&action=edit,https://en.wikipedia.org/wiki/Jacques_Marquet_de_Montbreton_de_Norvins
20344990,0,Jacques Rabemananjara,wikitext,en,en,ltr,2024-10-09T16:14:51Z,1250299649,9613,,20345028,https://en.wikipedia.org/wiki/Jacques_Rabemananjara,https://en.wikipedia.org/w/index.php?title=Jacques_Rabemananjara&action=edit,https://en.wikipedia.org/wiki/Jacques_Rabemananjara
1467722,0,Jacques Roumain,wikitext,en,en,ltr,2024-10-05T14:23:21Z,1243382687,9394,,4188146,https://en.wikipedia.org/wiki/Jacques_Roumain,https://en.wikipedia.org/w/index.php?title=Jacques_Roumain&action=edit,https://en.wikipedia.org/wiki/Jacques_Roumain
69646399,0,Jacques Timmermans,wikitext,en,en,ltr,2024-10-05T14:42:40Z,1243748132,3654,,69646400,https://en.wikipedia.org/wiki/Jacques_Timmermans,https://en.wikipedia.org/w/index.php?title=Jacques_Timmermans&action=edit,https://en.wikipedia.org/wiki/Jacques_Timmermans
7589905,0,Jacques Van Gompel,wikitext,en,en,ltr,2024-10-05T14:26:17Z,1136564688,2988,,28117662,https://en.wikipedia.org/wiki/Jacques_Van_Gompel,https://en.wikipedia.org/w/index.php?title=Jacques_Van_Gompel&action=edit,https://en.wikipedia.org/wiki/Jacques_Van_Gompel
63637983,0,Jacques la Caze,wikitext,en,en,ltr,2024-10-05T14:40:56Z,1156612646,2699,,63637985,https://en.wikipedia.org/wiki/Jacques_la_Caze,https://en.wikipedia.org/w/index.php?title=Jacques_la_Caze&action=edit,https://en.wikipedia.org/wiki/Jacques_la_Caze
8741912,0,Jacques van Ypersele de Strihou,wikitext,en,en,ltr,2024-10-05T14:26:36Z,1162861355,9130,,10760461,https://en.wikipedia.org/wiki/Jacques_van_Ypersele_de_Strihou,https://en.wikipedia.org/w/index.php?title=Jacques_van_Ypersele_de_Strihou&action=edit,https://en.wikipedia.org/wiki/Jacques_van_Ypersele_de_Strihou
3066414,0,Jacques-Antoine Manuel,wikitext,en,en,ltr,2024-10-03T12:46:07Z,1214329727,3008,,7786458,https://en.wikipedia.org/wiki/Jacques-Antoine_Manuel,https://en.wikipedia.org/w/index.php?title=Jacques-Antoine_Manuel&action=edit,https://en.wikipedia.org/wiki/Jacques-Antoine_Manuel
72741439,0,Jader Barbalho Filho,wikitext,en,en,ltr,2024-10-06T13:22:56Z,1153333232,4284,,72784078,https://en.wikipedia.org/wiki/Jader_Barbalho_Filho,https://en.wikipedia.org/w/index.php?title=Jader_Barbalho_Filho&action=edit,https://en.wikipedia.org/wiki/Jader_Barbalho_Filho
74835666,0,Jafar Nainggolan,wikitext,en,en,ltr,2024-10-05T14:43:35Z,1176056235,1487,,74842993,https://en.wikipedia.org/wiki/Jafar_Nainggolan,https://en.wikipedia.org/w/index.php?title=Jafar_Nainggolan&action=edit,https://en.wikipedia.org/wiki/Jafar_Nainggolan
48582222,0,Jafeth Cabrera,wikitext,en,en,ltr,2024-10-05T14:36:54Z,1195917199,5911,,48641150,https://en.wikipedia.org/wiki/Jafeth_Cabrera,https://en.wikipedia.org/w/index.php?title=Jafeth_Cabrera&action=edit,https://en.wikipedia.org/wiki/Jafeth_Cabrera
77093691,0,Jagadeeswari Thoyaka,wikitext,en,en,ltr,2024-09-27T02:44:26Z,1232659887,2413,,77094204,https://en.wikipedia.org/wiki/Jagadeeswari_Thoyaka,https://en.wikipedia.org/w/index.php?title=Jagadeeswari_Thoyaka&action=edit,https://en.wikipedia.org/wiki/Jagadeeswari_Thoyaka
44775487,0,Jagdish Koonjul,wikitext,en,en,ltr,2024-10-09T00:01:16Z,1250186715,8275,,46276937,https://en.wikipedia.org/wiki/Jagdish_Koonjul,https://en.wikipedia.org/w/index.php?title=Jagdish_Koonjul&action=edit,https://en.wikipedia.org/wiki/Jagdish_Koonjul
27830677,0,Jager Afrikaner,wikitext,en,en,ltr,2024-09-19T14:16:25Z,1229945721,4559,,27853118,https://en.wikipedia.org/wiki/Jager_Afrikaner,https://en.wikipedia.org/w/index.php?title=Jager_Afrikaner&action=edit,https://en.wikipedia.org/wiki/Jager_Afrikaner
772610,0,Jahan Zeb of Swat,wikitext,en,en,ltr,2024-10-07T15:49:07Z,1230027776,9106,,5075245,https://en.wikipedia.org/wiki/Jahan_Zeb_of_Swat,https://en.wikipedia.org/w/index.php?title=Jahan_Zeb_of_Swat&action=edit,https://en.wikipedia.org/wiki/Jahan_Zeb_of_Swat
12083396,0,Jahangir Mamatov,wikitext,en,en,ltr,2024-10-07T15:49:18Z,1158281467,9940,,21976578,https://en.wikipedia.org/wiki/Jahangir_Mamatov,https://en.wikipedia.org/w/index.php?title=Jahangir_Mamatov&action=edit,https://en.wikipedia.org/wiki/Jahangir_Mamatov
59077089,0,Jai Bir Rai,wikitext,en,en,ltr,2024-10-09T03:23:20Z,1247671463,4600,,59077526,https://en.wikipedia.org/wiki/Jai_Bir_Rai,https://en.wikipedia.org/w/index.php?title=Jai_Bir_Rai&action=edit,https://en.wikipedia.org/wiki/Jai_Bir_Rai
48561538,0,Jaime Durán Barba,wikitext,en,en,ltr,2024-10-05T14:36:53Z,1247684886,9929,,68902039,https://en.wikipedia.org/wiki/Jaime_Dur%C3%A1n_Barba,https://en.wikipedia.org/w/index.php?title=Jaime_Dur%C3%A1n_Barba&action=edit,https://en.wikipedia.org/wiki/Jaime_Dur%C3%A1n_Barba
70988044,0,Jaime Gazmuri,wikitext,en,en,ltr,2024-10-05T14:42:55Z,1220158605,13547,,70988122,https://en.wikipedia.org/wiki/Jaime_Gazmuri,https://en.wikipedia.org/w/index.php?title=Jaime_Gazmuri&action=edit,https://en.wikipedia.org/wiki/Jaime_Gazmuri
27565355,0,Jaime Nogueira Pinto,wikitext,en,en,ltr,2024-10-09T16:38:09Z,1216910186,6698,,29499444,https://en.wikipedia.org/wiki/Jaime_Nogueira_Pinto,https://en.wikipedia.org/w/index.php?title=Jaime_Nogueira_Pinto&action=edit,https://en.wikipedia.org/wiki/Jaime_Nogueira_Pinto
18679293,0,Jaime Pizarro,wikitext,en,en,ltr,2024-10-05T14:29:47Z,1246276668,12384,,19489008,https://en.wikipedia.org/wiki/Jaime_Pizarro,https://en.wikipedia.org/w/index.php?title=Jaime_Pizarro&action=edit,https://en.wikipedia.org/wiki/Jaime_Pizarro
41508345,0,Jaime Quijandría Salmón,wikitext,en,en,ltr,2024-10-05T14:02:31Z,1247691970,3544,,41508546,https://en.wikipedia.org/wiki/Jaime_Quijandr%C3%ADa_Salm%C3%B3n,https://en.wikipedia.org/w/index.php?title=Jaime_Quijandr%C3%ADa_Salm%C3%B3n&action=edit,https://en.wikipedia.org/wiki/Jaime_Quijandr%C3%ADa_Salm%C3%B3n
